FolderName,folder0,folder1
Image0,0.48138671875,0.48138671875,0.48138671875,0.48138671875
Image1,0.46017578125,0.4884375,0.46017578125,0.4884375,0.4966796875,0.48240234375,0.4966796875,0.48240234375
